ID,age,gender,age_range,state,region,employment_status,ethnicity,children,children_0-4,children_5-9,children_10-13,children_14-18,children_19-25,children_26-over,children_unknown,income,home_entertainment_equipment_flat_panel_tv,home_entertainment_equipment_dvr,home_entertainment_equipment_streaming_box,home_entertainment_equipment_streaming_fob,home_entertainment_equipment_tv_antenna,home_entertainment_equipment_bluray_dvd_player,home_entertainment_equipment_gaming_console,home_entertainment_equipment_portable_game_console,home_entertainment_equipment_router,home_entertainment_equipment_desktop,home_entertainment_equipment_laptop,home_entertainment_equipment_tablet,home_entertainment_equipment_e-reader,home_entertainment_equipment_smartphone,home_entertainment_equipment_mobile_phone,home_entertainment_equipment_smartwatch,home_entertainment_equipment_fitness_band,home_entertainment_equipment_vr_headset,home_entertainment_equipment_drone,home_entertainment_equipment_none,home_entertainment_equipment_unknown,plan_to_purchase_flat_panel_tv,plan_to_purchase_dvr,plan_to_purchase_streaming_box,plan_to_purchase_streaming_fob,plan_to_purchase_tv_antenna,plan_to_purchase_bluray_dvd_player,plan_to_purchase_gaming_console,plan_to_purchase_portable_game_console,plan_to_purchase_router,plan_to_purchase_desktop,plan_to_purchase_laptop,plan_to_purchase_tablet,plan_to_purchase_e-reader,plan_to_purchase_smartphone,plan_to_purchase_mobile_phone,plan_to_purchase_smartwatch,plan_to_purchase_fitness_band,plan_to_purchase_vr_headset,plan_to_purchase_drone,plan_to_purchase_none,plan_to_purchase_unknown,rank_product_flat_panel_tv,rank_product_dvr,rank_product_streaming_box,rank_product_streaming_fob,rank_product_tv_antenna,rank_product_bluray_dvd_player,rank_product_gaming_console,rank_product_portable_game_console,rank_product_router,rank_product_desktop,rank_product_laptop,rank_product_tablet,rank_product_e-reader,rank_product_smartphone,rank_product_mobile_phone,rank_product_smartwatch,rank_product_fitness_band,rank_product_vr_headset,rank_product_drone,rank_product_placeholder,pct_watch_movies_smartphone,pct_watch_movies_tablet,pct_watch_movies_computer,pct_watch_movies_television,pct_watch_sports_smartphone,pct_watch_sports_tablet,pct_watch_sports_computer,pct_watch_sports_television,pct_watch_tv_smartphone,pct_watch_tv_tablet,pct_watch_tv_computer,pct_watch_tv_television,app_type_photo,app_type_banking,app_type_fitness_band,app_type_food,app_type_retail,app_type_navigation,app_type_social,app_type_reading,app_type_music,app_type_video,app_type_review,app_type_news_consolidator,app_type_newspaper,app_type_magezine,app_type_utilities,app_type_qr_scanner,app_type_travel,app_type_transportation,app_type_location,app_type_language,app_type_movie,app_type_business,app_type_games,app_type_productivity,app_type_sports,app_type_weather,app_type_browser,app_type_voip,app_type_dating,app_type_messaging,app_type_payment,app_type_education,app_type_tickets,app_type_reservations,app_type_special_interest,app_type_none,app_type_unknown,subscriber_cable,subscriber_internet,subscriber_landline,subscriber_voice,subscriber_data,subscriber_streaming_video,subscriber_streaming_music,subscriber_gaming,subscriber_newspaper,subscriber_magezine,subscriber_none,subscriber_unknown,rank_services_cable,rank_services_internet,rank_services_landline,rank_services_voice,rank_services_data,rank_services_streaming_video,rank_services_streaming_music,rank_services_gaming,rank_services_newspaper,rank_services_magezine,amt_willing_to_double_internet_speed,rank_entertainment_live_performance,rank_entertainment_movies,rank_entertainment_tv,rank_entertainment_music,rank_entertainment_books,rank_entertainment_magezines,rank_entertainment_news,rank_entertainment_radio,rank_entertainment_video_games,rank_entertainment_internet,watch_movies_rent_physical,watch_movies_purchase_physical,watch_movies_purchase_digital,watch_movies_rent_digitial,watch_movies_stream_digitial,watch_movies_pay_per_view,watch_tv_rent_physical,watch_tv_purchase_physical,watch_tv_purchase_digital,watch_tv_stream_digitial,watch_tv_pay_per_view,binge_watch,password_sharing_freq,password_sharing_content,activity_while_watching_tv_work,activity_while_watching_tv_reading,activity_while_watching_tv_web,activity_while_watching_tv_twitter,activity_while_watching_tv_read_email,activity_while_watching_tv_write_email,activity_while_watching_tv_text,activity_while_watching_tv_social_network,activity_while_watching_tv_phone,activity_while_watching_tv_browse_products,activity_while_watching_tv_purchase_products,activity_while_watching_tv_video_games,willing_to_pay_no_ads_news,willing_to_pay_no_ads_sports,willing_to_pay_no_ads_games,willing_to_pay_no_ads_music,willing_to_pay_no_ads_tv,willing_to_pay_no_ads_movies,target_ads,worried_identity_theft,ads_cheaper_subscription,news_source,final_weights
905,27,Male,27-33,Indiana,Midwest,Unemployed,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"Less than $29,999",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,905,1,1,1,97,0,0,1,99,1,1,1,97,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,905,905,905,905,905,905,905,905,905,905,I am willing to pay $10 per month on top of what I already pay,905,905,905,905,905,905,905,905,905,905,Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Frequently (every day/weekly),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Frequently (every day/weekly),Rarely (one to three times a year),1,Never,N/A,Almost never,Almost never,Almost always (greater than 75% of the time),Frequently (between 50% and 75% of the time),Almost always (greater than 75% of the time),Almost always (greater than 75% of the time),Almost always (greater than 75% of the time),Almost always (greater than 75% of the time),Almost never,Almost always (greater than 75% of the time),Almost always (greater than 75% of the time),Almost never,Disagree strongly,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Social media sites,3.033333043069515
914,37,Male,34-50,Montana,West,Employed full-time or part-time,White or Caucasian (Non-Hispanic),1,0,0,1,1,0,0,0,"$50,000 to $99,999",0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,914,62,0,38,0,50,0,50,0,33,0,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,914,914,914,914,914,914,914,914,914,914,I am willing to pay $20 per month on top of what I already pay,914,914,914,914,914,914,914,914,914,914,Occasionally (monthly),Frequently (every day/weekly),Frequently (every day/weekly),Frequently (every day/weekly),Occasionally (monthly),Occasionally (monthly),Frequently (every day/weekly),Occasionally (monthly),Occasionally (monthly),Frequently (every day/weekly),Occasionally (monthly),1,Frequently (every day/weekly),Movies,Always (close to 100% of the time),Almost always (greater than 75% of the time),Almost always (greater than 75% of the time),Always (close to 100% of the time),Almost always (greater than 75% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Almost always (greater than 75% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Frequently (between 50% and 75% of the time),Almost always (greater than 75% of the time),Agree somewhat,Disagree somewhat,Agree somewhat,Agree strongly,Agree somewhat,Agree strongly,Disagree somewhat,Disagree somewhat,Agree strongly,Social media sites,0.2087538849329907
913,36,Male,34-50,Virginia,South,Employed full-time or part-time,White or Caucasian (Non-Hispanic),1,0,1,0,1,0,0,0,"$50,000 to $99,999",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,913,913,913,913,913,913,913,913,913,913,913,913,913,913,913,913,913,913,913,913,20,20,20,40,20,20,30,30,20,30,20,30,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,913,913,913,913,913,913,913,913,913,913,N/A,913,913,913,913,913,913,913,913,913,913,Frequently (every day/weekly),Frequently (every day/weekly),Frequently (every day/weekly),Frequently (every day/weekly),Frequently (every day/weekly),Frequently (every day/weekly),Frequently (every day/weekly),Frequently (every day/weekly),Frequently (every day/weekly),Frequently (every day/weekly),Frequently (every day/weekly),1,Frequently (every day/weekly),Television programming,Almost always (greater than 75% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Almost always (greater than 75% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Television news stations,0.3118098060175453
911,52,Male,51-69,Oklahoma,South,Employed full-time or part-time,Middle Eastern,0,0,0,0,0,0,0,0,"$100,000 to $299,999",1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,911,0,5,5,90,15,5,25,55,15,15,15,55,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,911,911,911,911,911,911,911,911,911,911,I prefer faster speed but I am unwilling to pay more than I already do,911,911,911,911,911,911,911,911,911,911,Occasionally (monthly),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),Rarely (one to three times a year),1,Never,N/A,Almost always (greater than 75% of the time),Rarely (10%-50% of the time),Almost always (greater than 75% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Almost always (greater than 75% of the time),Almost always (greater than 75% of the time),Almost always (greater than 75% of the time),Almost always (greater than 75% of the time),Disagree strongly,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Television news stations,2.21756966369949
906,27,Female,27-33,California,West,Employed full-time or part-time,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"$50,000 to $99,999",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,906,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,906,906,906,906,906,906,906,906,906,906,N/A,906,906,906,906,906,906,906,906,906,906,Frequently (every day/weekly),Occasionally (monthly),Frequently (every day/weekly),Frequently (every day/weekly),Frequently (every day/weekly),Occasionally (monthly),Occasionally (monthly),Frequently (every day/weekly),Occasionally (monthly),Frequently (every day/weekly),Occasionally (monthly),1,Frequently (every day/weekly),Movies,Almost always (greater than 75% of the time),Almost always (greater than 75% of the time),Frequently (between 50% and 75% of the time),Frequently (between 50% and 75% of the time),Frequently (between 50% and 75% of the time),Almost always (greater than 75% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Almost always (greater than 75% of the time),Always (close to 100% of the time),Frequently (between 50% and 75% of the time),Frequently (between 50% and 75% of the time),Agree somewhat,Agree somewhat,Agree strongly,Agree somewhat,Agree somewhat,Agree strongly,Agree somewhat,Agree strongly,Agree strongly,Social media sites,0.2399745961348092
910,34,Male,34-50,Virginia,South,Employed full-time or part-time,White or Caucasian (Non-Hispanic),1,0,1,1,0,0,0,0,"$50,000 to $99,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,910,910,910,910,910,910,910,910,910,910,910,910,910,910,910,910,910,910,910,910,15,5,35,45,25,5,35,35,30,15,15,40,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,910,910,910,910,910,910,910,910,910,910,I am willing to pay $30 or more per month on top of what I already pay,910,910,910,910,910,910,910,910,910,910,Frequently (every day/weekly),Frequently (every day/weekly),Frequently (every day/weekly),Occasionally (monthly),Frequently (every day/weekly),Frequently (every day/weekly),Occasionally (monthly),Frequently (every day/weekly),Frequently (every day/weekly),Frequently (every day/weekly),Frequently (every day/weekly),1,Frequently (every day/weekly),Movies,Almost always (greater than 75% of the time),Almost always (greater than 75% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Almost always (greater than 75% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Agree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree somewhat,Agree strongly,Agree somewhat,Agree somewhat,Agree strongly,Online news sites not associated with a traditional news organization,0.8905809639423383
909,31,Female,27-33,Kentucky,South,Unemployed,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"$30,000 to $49,999",1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,909,909,909,909,909,909,909,909,909,909,909,909,909,909,909,909,909,909,909,909,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,909,909,909,909,909,909,909,909,909,909,I am willing to pay $10 per month on top of what I already pay,909,909,909,909,909,909,909,909,909,909,Never,Rarely (one to three times a year),Never,Never,Never,Never,Never,Rarely (one to three times a year),Never,Never,Never,0,Never,N/A,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Rarely (10%-50% of the time),Almost never,Almost never,Rarely (10%-50% of the time),Disagree somewhat,Disagree somewhat,N/A; I do not have a basis to answer,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Social media sites,3.113187404047449
908,65,Female,51-69,Washington,West,Retired,White or Caucasian (Non-Hispanic),1,0,0,0,0,1,0,0,"$30,000 to $49,999",1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,908,908,908,908,908,908,908,908,908,908,908,908,908,908,908,908,908,908,908,908,0,0,0,100,0,0,0,100,0,0,0,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,908,908,908,908,908,908,908,908,908,908,I prefer faster speed but I am unwilling to pay more than I already do,908,908,908,908,908,908,908,908,908,908,Rarely (one to three times a year),Rarely (one to three times a year),Never,Never,Never,Never,Rarely (one to three times a year),Rarely (one to three times a year),Never,Never,Never,1,Never,N/A,Almost never,Almost never,Frequently (between 50% and 75% of the time),Almost never,Frequently (between 50% and 75% of the time),Rarely (10%-50% of the time),Frequently (between 50% and 75% of the time),Rarely (10%-50% of the time),Frequently (between 50% and 75% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Almost never,Disagree strongly,Disagree strongly,N/A; I do not have a basis to answer,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Television news stations,0.8728425129559279
916,22,Female,20-26,New Mexico,West,Employed full-time or part-time,African American,1,1,0,0,0,0,0,0,"$50,000 to $99,999",0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916,50,0,50,0,50,0,50,0,50,0,50,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,916,916,916,916,916,916,916,916,916,916,I prefer faster speed but I am unwilling to pay more than I already do,916,916,916,916,916,916,916,916,916,916,Rarely (one to three times a year),Occasionally (monthly),Rarely (one to three times a year),Never,Frequently (every day/weekly),Occasionally (monthly),Occasionally (monthly),Occasionally (monthly),Never,Frequently (every day/weekly),Never,1,Never,N/A,Frequently (between 50% and 75% of the time),Rarely (10%-50% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Almost never,Always (close to 100% of the time),Always (close to 100% of the time),Rarely (10%-50% of the time),Always (close to 100% of the time),Almost always (greater than 75% of the time),Rarely (10%-50% of the time),Disagree strongly,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree strongly,Agree somewhat,Agree somewhat,I do not follow the news,0.06589995723435434
920,27,Female,27-33,Georgia,South,Unemployed,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"$50,000 to $99,999",0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,920,40,20,40,0,50,40,10,0,20,20,60,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,920,920,920,920,920,920,920,920,920,920,N/A,920,920,920,920,920,920,920,920,920,920,Rarely (one to three times a year),Frequently (every day/weekly),Occasionally (monthly),Frequently (every day/weekly),Occasionally (monthly),Frequently (every day/weekly),Occasionally (monthly),Occasionally (monthly),Frequently (every day/weekly),Occasionally (monthly),Frequently (every day/weekly),1,Occasionally (monthly),Television programming,Almost always (greater than 75% of the time),Frequently (between 50% and 75% of the time),Almost always (greater than 75% of the time),Frequently (between 50% and 75% of the time),Always (close to 100% of the time),Almost always (greater than 75% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Almost always (greater than 75% of the time),Almost always (greater than 75% of the time),Frequently (between 50% and 75% of the time),Agree strongly,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree strongly,Disagree somewhat,Agree somewhat,Agree somewhat,Television news stations,0.06907651097921123
924,28,Female,27-33,Florida,South,Employed full-time or part-time,White or Caucasian (Non-Hispanic),1,1,0,0,0,0,0,0,"$30,000 to $49,999",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,30,10,0,60,0,0,0,100,20,10,10,60,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,924,924,924,924,924,924,924,924,924,924,I am willing to pay $5 per month on top of what I already pay,924,924,924,924,924,924,924,924,924,924,Occasionally (monthly),Frequently (every day/weekly),Frequently (every day/weekly),Frequently (every day/weekly),Frequently (every day/weekly),Occasionally (monthly),Frequently (every day/weekly),Frequently (every day/weekly),Frequently (every day/weekly),Frequently (every day/weekly),Occasionally (monthly),1,Frequently (every day/weekly),Television programming,Always (close to 100% of the time),Almost always (greater than 75% of the time),Always (close to 100% of the time),Almost always (greater than 75% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Almost always (greater than 75% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Almost always (greater than 75% of the time),Always (close to 100% of the time),Agree somewhat,Agree somewhat,Disagree somewhat,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Online news sites not associated with a traditional news organization,0.6725408735801799
923,57,Female,51-69,Massachusetts,Northeast,Employed full-time or part-time,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"$100,000 to $299,999",0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,923,923,923,923,923,923,923,923,923,923,923,923,923,923,923,923,923,923,923,923,0,50,50,0,30,40,30,0,10,30,60,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,923,923,923,923,923,923,923,923,923,923,I am willing to pay $10 per month on top of what I already pay,923,923,923,923,923,923,923,923,923,923,Frequently (every day/weekly),Rarely (one to three times a year),Occasionally (monthly),Occasionally (monthly),Occasionally (monthly),Rarely (one to three times a year),Rarely (one to three times a year),Occasionally (monthly),Rarely (one to three times a year),Occasionally (monthly),Occasionally (monthly),1,Frequently (every day/weekly),Movies,Almost always (greater than 75% of the time),Almost always (greater than 75% of the time),Always (close to 100% of the time),Almost always (greater than 75% of the time),Almost always (greater than 75% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Always (close to 100% of the time),Almost always (greater than 75% of the time),Almost always (greater than 75% of the time),Frequently (between 50% and 75% of the time),Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree strongly,Print newspapers,2.808474394186082
919,34,Female,34-50,Massachusetts,Northeast,Employed full-time or part-time,White or Caucasian (Non-Hispanic),1,0,1,0,1,0,0,0,"$50,000 to $99,999",1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,919,0,40,20,40,0,15,10,75,0,25,10,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,919,919,919,919,919,919,919,919,919,919,I am willing to pay $20 per month on top of what I already pay,919,919,919,919,919,919,919,919,919,919,Occasionally (monthly),Occasionally (monthly),Occasionally (monthly),Occasionally (monthly),Frequently (every day/weekly),Occasionally (monthly),Occasionally (monthly),Occasionally (monthly),Frequently (every day/weekly),Frequently (every day/weekly),Occasionally (monthly),0,Frequently (every day/weekly),Television programming,Almost always (greater than 75% of the time),Rarely (10%-50% of the time),Almost always (greater than 75% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Almost always (greater than 75% of the time),Almost always (greater than 75% of the time),Rarely (10%-50% of the time),Almost always (greater than 75% of the time),Frequently (between 50% and 75% of the time),Frequently (between 50% and 75% of the time),Disagree somewhat,Agree somewhat,Agree strongly,Agree somewhat,Disagree somewhat,Disagree strongly,Agree somewhat,Agree somewhat,Agree somewhat,Television news stations,1.979342756770353
917,33,Female,27-33,Texas,South,Unemployed,White or Caucasian (Non-Hispanic),1,1,0,0,0,0,0,0,"$30,000 to $49,999",1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,0,0,0,100,0,0,0,100,0,0,10,90,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,917,917,917,917,917,917,917,917,917,917,I prefer faster speed but I am unwilling to pay more than I already do,917,917,917,917,917,917,917,917,917,917,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,1,Never,N/A,Almost never,Almost never,Rarely (10%-50% of the time),Almost never,Frequently (between 50% and 75% of the time),Rarely (10%-50% of the time),Frequently (between 50% and 75% of the time),Frequently (between 50% and 75% of the time),Rarely (10%-50% of the time),Almost never,Almost never,Frequently (between 50% and 75% of the time),Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Disagree strongly,Disagree somewhat,Agree somewhat,Agree somewhat,Television news stations,1.272697844829621
921,69,Female,51-69,Pennsylvania,Northeast,Retired,Something else not listed here,0,0,0,0,0,0,0,0,Do not know,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,921,921,921,921,921,921,921,921,921,921,921,921,921,921,921,921,921,921,921,921,0,0,0,100,5,0,0,95,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,921,921,921,921,921,921,921,921,921,921,I prefer faster speed but I am unwilling to pay more than I already do,921,921,921,921,921,921,921,921,921,921,Occasionally (monthly),Rarely (one to three times a year),Never,Occasionally (monthly),Occasionally (monthly),Never,Never,Never,Never,Never,Never,0,Never,N/A,Almost never,Almost never,Frequently (between 50% and 75% of the time),Almost never,Rarely (10%-50% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Almost never,Rarely (10%-50% of the time),Almost never,Almost never,Almost always (greater than 75% of the time),N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,Disagree strongly,N/A; I do not have a basis to answer,N/A; I do not have a basis to answer,Agree somewhat,N/A; I do not have a basis to answer,Agree somewhat,Disagree somewhat,Television news stations,0.8310886733052033
922,30,Female,27-33,Kentucky,South,Employed full-time or part-time,White or Caucasian (Non-Hispanic),0,0,0,0,0,0,0,0,"$50,000 to $99,999",1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,922,922,922,922,922,922,922,922,922,922,922,922,922,922,922,922,922,922,922,922,0,20,0,80,0,0,0,100,5,5,10,80,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,922,922,922,922,922,922,922,922,922,922,I am willing to pay $10 per month on top of what I already pay,922,922,922,922,922,922,922,922,922,922,Frequently (every day/weekly),Rarely (one to three times a year),Occasionally (monthly),Never,Frequently (every day/weekly),Rarely (one to three times a year),Frequently (every day/weekly),Never,Rarely (one to three times a year),Frequently (every day/weekly),Rarely (one to three times a year),1,Frequently (every day/weekly),Television programming,Almost never,Almost never,Rarely (10%-50% of the time),Almost never,Rarely (10%-50% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Rarely (10%-50% of the time),Almost never,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree strongly,Agree somewhat,Agree somewhat,Television news stations,1.128746365916969
